,,position,team,matches,wins,draws,loses,scored,missed,pts,xG,xG_diff,npxG,xGA,xGA_diff,npxGA,npxGD,ppda_coef,oppda_coef,deep,deep_allowed,xpts,xpts_diff
La_liga,2018,12,Eibar,38,11,14,13,46,50,47,56.63360599999999,10.633605999999993,50.687380999999995,47.884204999999994,-2.1157950000000056,44.91108499999999,5.776295999999998,7.067694653568081,11.22432396160439,235,177,56.75300000000001,9.753000000000007
La_liga,2018,13,Leganes,38,11,12,15,37,43,45,41.249284,4.249284000000003,37.533149,43.93660099999999,0.9366009999999889,40.79521999999999,-3.2620710000000006,12.471570785777814,9.964576074877924,155,190,51.14569999999999,6.145699999999991
La_liga,2018,14,Levante,38,11,11,16,59,66,44,54.088913000000005,-4.911086999999995,48.88635900000001,78.86325499999998,12.863254999999981,72.01381799999999,-23.127458999999998,10.581995110215345,7.043106727634993,206,295,40.23330000000001,-3.766699999999993
La_liga,2018,15,Villarreal,38,10,14,14,49,52,44,54.79973999999999,5.799739999999993,50.32650399999999,56.118148,4.118147999999998,52.402151,-2.075647,11.152921069614612,11.173710155519865,232,263,52.179899999999996,8.179899999999996
La_liga,2018,16,Celta Vigo,38,10,11,17,53,62,41,48.699852000000014,-4.300147999999986,43.49692900000001,63.42950000000001,1.4295000000000115,58.22655400000001,-14.729625000000004,10.772791434260554,11.755188285583776,195,248,41.626,0.6259999999999977
La_liga,2018,17,Real Valladolid,38,10,11,17,32,51,41,41.641546999999996,9.641546999999996,36.438739,57.64732499999999,6.647324999999988,50.82946199999999,-14.390723,11.450773336204,9.834414454214564,139,243,41.7997,0.7997000000000014
La_liga,2018,18,Girona,38,9,10,19,37,53,37,42.986638,5.986637999999999,38.527246999999996,55.334056000000004,2.334056000000004,49.387950000000004,-10.860702999999999,11.390453112552802,9.856544635171401,177,261,45.1656,8.165599999999998
La_liga,2018,19,SD Huesca,38,7,12,19,43,65,33,51.37756899999999,8.377568999999987,46.17501199999999,63.425214000000004,-1.574785999999996,56.735985,-10.560972999999997,10.221756055844528,8.701259696940417,171,259,44.9625,11.962499999999999
La_liga,2018,20,Rayo Vallecano,38,8,8,22,41,70,32,47.233183000000004,6.233183000000004,43.51769100000001,62.318235,-7.681764999999999,54.001658,-10.483967,9.531583380516217,7.522984466152093,133,253,43.015,11.015
La_liga,2019,1,Real Madrid,38,26,9,3,70,25,87,72.15721800000001,2.1572180000000145,63.981449,33.146266,8.146265999999997,31.659709999999997,32.321739,9.262201903346336,14.476896911683774,334,127,77.6868,-9.313199999999995
La_liga,2019,2,Barcelona,38,25,7,6,86,38,82,72.009449,-13.990550999999996,67.54978100000001,37.823949000000006,-0.17605099999999396,32.620992,34.928788999999995,8.25698835911264,17.96159753017072,440,146,73.1381,-8.861900000000006
La_liga,2019,3,Sevilla,38,19,13,6,54,34,70,55.155506,1.1555060000000026,49.952825000000004,36.617301,2.6173009999999977,33.628775,16.32405,8.411132881656778,12.64235712018878,238,148,65.705,-4.295000000000002
La_liga,2019,4,Atletico Madrid,38,18,16,4,51,27,70,58.700962999999994,7.7009629999999945,52.739450999999995,31.515192,4.515191999999999,28.542602999999996,24.196848000000003,9.68666457392411,10.994450336769816,264,162,72.3506,2.3506
La_liga,2019,5,Villarreal,38,18,6,14,63,49,60,65.606501,2.6065009999999944,57.430565,48.589864999999996,-0.4101350000000039,41.8326854,15.5978796,10.900010043110615,12.067332101309582,218,228,64.0527,4.0527000000000015
La_liga,2019,6,Real Sociedad,38,16,8,14,56,48,56,50.915670999999996,-5.084329000000004,47.199543,41.885105,-6.114894999999997,35.196377999999996,12.003165000000001,8.649489058298101,11.924640540762097,231,192,57.17829999999999,1.178299999999993
La_liga,2019,7,Granada,38,16,8,14,52,45,56,45.021406999999996,-6.978593000000004,41.305020999999996,43.439237,-1.5607630000000015,39.723106,1.5819150000000004,10.176947001763747,7.772831901195273,135,197,52.596899999999984,-3.4031000000000162
La_liga,2019,8,Getafe,38,14,12,12,43,37,54,45.191234,2.1912340000000015,39.886634,43.0233834,6.0233834,38.56398539999999,1.322648599999999,7.005995471558769,6.3021446634857305,176,119,53.7878,-0.21220000000000283
La_liga,2019,9,Valencia,38,14,11,13,46,53,53,45.57625499999999,-0.4237450000000109,39.630146999999994,59.073642,6.0736419999999995,52.384285,-12.754138000000001,14.086310827191369,10.543273106814919,217,262,45.42909999999999,-7.570900000000009
La_liga,2019,10,Osasuna,38,13,13,12,46,54,52,49.038488,3.038488000000001,43.092265,49.58045100000001,-4.419548999999989,45.86407100000001,-2.7718059999999998,9.09790807709116,8.50695229418231,197,191,51.50969999999999,-0.49030000000001195
La_liga,2019,11,Athletic Club,38,13,12,13,41,38,51,42.095594999999996,1.0955949999999959,34.595138999999996,52.419298,14.419297999999998,47.216359999999995,-12.621221,9.713230736697204,10.22501820716951,122,205,44.6548,-6.345199999999998
La_liga,2019,12,Levante,38,14,7,17,47,53,49,49.427886,2.427886000000001,45.71175000000001,64.24935500000001,11.249355000000008,58.887592999999995,-13.175843,12.009367239143124,8.825311085972166,177,273,42.879000000000005,-6.120999999999995
La_liga,2019,13,Real Valladolid,38,9,15,14,32,43,42,35.657757999999994,3.657757999999994,31.041552999999993,53.937653999999995,10.937653999999995,47.99142499999999,-16.949871999999996,12.394396649501953,8.319263140191401,109,226,39.38280000000001,-2.6171999999999898
La_liga,2019,14,Eibar,38,11,9,18,39,56,42,42.34516200000001,3.345162000000009,34.751985,54.332816,-1.667183999999999,49.7158455,-14.963860500000003,8.973649108251534,9.55497742436619,141,197,42.907000000000004,0.9070000000000036
La_liga,2019,15,Real Betis,38,10,11,17,48,60,41,48.898528,0.8985279999999989,42.95267799999999,56.30371600000001,-3.6962839999999915,48.127908000000005,-5.175229999999998,10.362791901460806,11.853481466052175,236,216,47.937099999999994,6.937099999999994
La_liga,2019,16,Alaves,38,10,9,19,34,59,39,38.14706149999999,4.147061499999992,33.687779500000005,57.929676,-1.0703239999999994,46.780882999999996,-13.093103500000002,12.210774984466122,7.770151796992162,130,220,40.97700000000001,1.977000000000011
La_liga,2019,17,Celta Vigo,38,7,16,15,37,49,37,40.441182999999995,3.441182999999995,33.75169149999999,44.82971099999998,-4.170289000000018,41.113454,-7.361762499999999,10.54406558348422,9.694045218604684,188,215,47.2581,10.258099999999999
La_liga,2019,18,Leganes,38,8,12,18,30,51,36,38.92184600000001,8.92184600000001,35.149078,45.620589,-5.3794109999999975,40.4179,-5.268822,10.913983978351656,7.726034426609586,158,166,48.919000000000004,12.919000000000004
La_liga,2019,19,Mallorca,38,9,6,23,40,65,33,40.45631040000001,0.45631040000000667,33.0235288,65.170307,0.170306999999994,53.278525,-20.254996200000004,12.742765764593921,7.6196220417543215,131,309,35.3568,2.3568
La_liga,2019,20,Espanyol,38,5,10,23,27,58,25,37.002815,10.002814999999998,34.029712999999994,53.279323500000004,-4.720676499999996,47.91609249999999,-13.886379499999999,9.44130145852082,10.059594287249787,148,191,41.759,16.759
La_liga,2020,1,Atletico Madrid,38,26,8,4,67,25,86,57.663944,-9.336056,52.30798800000001,35.668988999999996,10.668988999999996,32.696000000000005,19.611987999999997,10.889852035801788,13.225480498459026,310,165,66.41199999999999,-19.588000000000008
La_liga,2020,2,Real Madrid,38,25,9,4,67,28,84,65.07079700000001,-1.929202999999987,62.840967,38.70060819999999,10.70060819999999,32.7545122,30.0864548,10.541902650731103,15.192098283584903,326,171,69.9803,-14.0197
La_liga,2020,3,Barcelona,38,24,7,7,85,38,79,83.95857500000001,-1.0414249999999896,78.01249500000002,40.931473999999994,2.9314739999999944,37.215215,40.79728,9.91344771528615,17.836747107178265,499,166,78.184,-0.8160000000000025
La_liga,2020,4,Sevilla,38,24,5,9,53,33,77,55.861949999999986,2.861949999999986,50.65938299999999,34.334298,1.3342979999999969,29.844868399999996,20.8145146,8.476009232512006,15.878212618282108,240,139,66.9561,-10.043899999999994
La_liga,2020,5,Real Sociedad,38,17,11,10,59,38,62,63.145208,4.145207999999997,54.218641000000005,38.795144,0.7951440000000005,35.0793888,19.1392522,8.321595771607337,13.356801237150421,285,160,67.60880000000002,5.608800000000016
La_liga,2020,6,Real Betis,38,17,10,11,50,50,61,49.769453,-0.2305470000000014,41.429241999999995,47.51278800000001,-2.4872119999999924,40.080258,1.3489840000000002,9.636032128181382,11.176083505574157,224,180,55.36739999999999,-5.632600000000011
La_liga,2020,7,Villarreal,38,15,13,10,60,44,58,57.85546749999999,-2.144532500000011,48.1930165,43.67057530000001,-0.3294246999999899,36.981200300000005,11.211816199999998,10.327190222156739,12.118716380820112,291,182,63.772,5.7719999999999985
La_liga,2020,8,Celta Vigo,38,14,11,13,55,57,53,51.322761,-3.677239,46.120193099999995,50.31209899999999,-6.687901000000011,44.36587399999999,1.7543191000000005,7.595220507006397,12.053200759059925,217,187,52.833099999999995,-0.16690000000000538
La_liga,2020,9,Athletic Club,38,11,13,14,46,42,46,43.064086,-2.935913999999997,39.347949,38.463427499999995,-3.5365725000000054,34.00389150000001,5.344057500000002,10.288113864729661,10.426069458460507,202,197,54.77139999999999,8.771399999999993
La_liga,2020,10,Granada,38,13,7,18,47,65,46,41.051086,-5.948914000000002,37.33508080000001,59.815116,-5.184883999999997,50.605704,-13.270623200000003,11.991113332502499,7.385974783408832,128,234,40.577099999999994,-5.422900000000006
La_liga,2020,11,Osasuna,38,11,11,16,37,48,44,39.607773200000004,2.607773200000004,35.1480982,49.829737,1.8297370000000015,43.883767000000006,-8.735668800000001,11.372808645371947,9.161317585116796,172,243,45.1012,1.1011999999999986
La_liga,2020,12,Cadiz,38,11,11,16,36,58,44,36.699661799999994,0.6996617999999941,33.7266818,58.911565200000005,0.9115652000000054,51.478929699999995,-17.7522479,18.54599662884301,6.106691057088894,77,274,39.0109,-4.9891000000000005
La_liga,2020,13,Valencia,38,10,13,15,50,53,43,41.8892554,-8.110744599999997,34.4567274,55.687673,2.6876729999999966,49.74145899999999,-15.284731600000002,11.587900963424914,9.497927061492165,162,262,42.3776,-0.622399999999999
La_liga,2020,14,Levante,38,9,14,15,46,57,41,40.92699599999999,-5.073004000000012,36.467456999999996,55.128249999999994,-1.8717500000000058,52.15515699999999,-15.687699999999996,10.112809767851749,11.666750896945791,221,245,43.5272,2.5272000000000006
La_liga,2020,15,Getafe,38,9,11,18,28,43,38,35.6225876,7.622587600000003,31.9064676,40.402782,-2.597217999999998,34.3222751,-2.4158075,9.183899812640014,6.920553710345784,134,155,48.3871,10.387099999999997
La_liga,2020,16,Alaves,38,9,11,18,36,57,38,39.113484,3.1134839999999997,33.167519500000004,51.54706420000001,-5.452935799999992,49.31722420000001,-16.149704699999994,12.630768755041835,8.616113203382548,119,212,43.227500000000006,5.227500000000006
La_liga,2020,17,Elche,38,8,12,18,34,55,36,30.404304699999997,-3.5956953000000027,28.1744727,61.633158,6.633158000000002,54.200897,-26.026424300000002,14.650073397094319,9.338916573368369,78,280,30.311599999999995,-5.688400000000005
La_liga,2020,18,SD Huesca,38,7,13,18,34,53,34,37.975832,3.975831999999997,35.00272199999999,48.6355,-4.3645,44.919126999999996,-9.916405,12.567547411075157,8.891344124944634,98,215,45.2275,11.2275
La_liga,2020,19,Real Valladolid,38,5,16,17,34,57,31,37.917143200000005,3.9171432000000053,31.9710486,52.558762,-4.4412379999999985,47.356086000000005,-15.385037399999998,11.192845987963512,8.495311384570396,134,243,41.5329,10.532899999999998
La_liga,2020,20,Eibar,38,6,12,20,29,52,30,42.454483,13.454483000000003,35.63513,48.83583800000001,-3.1641619999999904,45.11944600000001,-9.484316,9.044682634059818,11.52550123464769,149,156,48.6234,18.623399999999997
La_liga,2021,1,Real Madrid,38,26,8,4,80,31,86,80.21800800000001,0.21800800000001175,71.298797,45.78179899999999,14.781798999999992,41.965216,29.333580999999995,12.692565623081705,15.87634761754854,465,211,73.58789999999999,-12.41210000000001
La_liga,2021,2,Barcelona,38,21,10,7,68,38,73,70.541761,2.541760999999994,65.338828,35.079571,-2.9204289999999986,32.849740000000004,32.489088,8.182813964873112,17.164770709872503,317,161,73.60179999999998,0.601799999999983
La_liga,2021,3,Atletico Madrid,38,21,8,9,65,43,71,59.446593,-5.553407,55.730202999999996,35.767932,-7.232067999999998,29.821710999999997,25.908492,11.667049525675106,11.896791567797981,265,135,69.0085,-1.991500000000002
La_liga,2021,4,Sevilla,38,18,16,4,53,30,70,46.853465,-6.146535,44.620113,40.5967024,10.596702399999998,37.6201624,6.9999506,9.467663544281459,15.144659467114653,192,184,56.99909999999999,-13.000900000000009
La_liga,2021,5,Real Betis,38,19,8,11,62,40,65,55.903767,-6.096232999999998,51.444121,46.788700999999996,6.788700999999996,44.558861,6.885260000000001,10.078194524167623,12.452930629876144,273,191,56.4939,-8.506100000000004
La_liga,2021,6,Real Sociedad,38,17,11,10,40,37,62,56.085362,16.085362000000003,48.64916,41.51302399999999,4.513023999999987,37.053343999999996,11.595816000000001,9.153002819713985,12.6041171374157,268,189,64.0247,2.0246999999999957
La_liga,2021,7,Villarreal,38,16,11,11,63,37,59,70.332283,7.332283000000004,65.87274300000001,47.89268300000001,10.892683000000012,44.176305000000006,21.696437999999997,10.349403531626002,11.552534864187637,324,165,63.853199999999994,4.853199999999994
La_liga,2021,8,Athletic Club,38,14,13,11,43,36,55,57.013894,14.013894,51.649441,39.289860000000004,3.2898600000000044,37.060023,14.589417999999998,10.288892375811423,10.72151003705556,231,178,62.794000000000004,7.794000000000004
La_liga,2021,9,Valencia,38,11,15,12,48,53,48,42.284833,-5.715167000000001,35.495125,52.236292999999996,-0.7637070000000037,46.157123,-10.661997999999997,8.887406365555414,6.7237407477011315,185,203,46.2825,-1.7175000000000011
La_liga,2021,10,Osasuna,38,12,11,15,37,51,47,42.02689599999999,5.0268959999999865,36.080671,50.591871999999995,-0.40812800000000493,45.385417,-9.304746,10.510446002777979,11.134845677944709,174,233,48.988600000000005,1.9886000000000053
La_liga,2021,11,Celta Vigo,38,12,10,16,43,43,46,44.937715,1.9377149999999972,40.22847699999999,46.117110999999994,3.117110999999994,40.074859000000004,0.15361799999999914,7.9887473716132975,12.315374596170479,230,196,51.22999999999999,5.22999999999999
La_liga,2021,12,Espanyol,38,10,12,16,40,53,42,38.899524,-1.1004760000000005,35.18313,57.11835500000001,4.118355000000008,53.40197200000001,-18.218842,14.141128149446654,9.532117563417705,150,311,40.029799999999994,-1.9702000000000055
La_liga,2021,13,Rayo Vallecano,38,11,9,18,39,50,42,47.029672000000005,8.029672000000005,44.056572,52.153276000000005,2.1532760000000053,45.463909,-1.4073369999999998,9.094864617300667,8.944281045708175,158,210,50.4627,8.462699999999998
La_liga,2021,14,Elche,38,11,9,18,40,52,42,36.81478129999999,-3.185218700000007,36.071501299999994,61.07482099999999,9.074820999999993,54.355509,-18.284007699999997,13.51739057013905,9.3434076133148,143,235,35.6672,-6.332799999999999
La_liga,2021,15,Mallorca,38,10,9,19,36,63,39,40.580969,4.580969000000003,35.378042,56.138231999999995,-6.861768000000005,50.06707299999999,-14.689031,11.046467875580374,7.2126482738735485,188,241,39.754200000000004,0.7542000000000044
La_liga,2021,16,Cadiz,38,8,15,15,35,51,39,41.796888,6.796888000000003,37.211246,54.7431543,3.7431543000000005,44.9190473,-7.7078013,14.141026068464843,9.084712111107832,147,261,44.1789,5.178899999999999
La_liga,2021,17,Getafe,38,8,15,15,33,41,39,31.554126,-1.4458739999999999,27.712816999999998,44.491887000000006,3.4918870000000055,41.51877400000001,-13.805956999999998,12.462728326372773,8.619662394756816,125,185,42.87330000000001,3.8733000000000075
La_liga,2021,18,Granada,38,8,14,16,44,61,38,41.2981724,-2.7018276000000014,37.581782399999994,66.09363199999999,5.093631999999985,59.404264000000005,-21.8224816,11.495121140048166,8.771950023680494,141,279,37.2393,-0.7606999999999999
La_liga,2021,19,Levante,38,8,11,19,51,76,35,57.56398300000001,6.5639830000000075,47.768416,62.609449999999995,-13.390550000000005,58.149781000000004,-10.381365000000002,10.609960861144293,11.231755532111384,185,241,52.72670000000001,17.726700000000008
La_liga,2021,20,Alaves,38,8,7,23,31,65,31,38.464942,7.464942000000001,33.261998,63.56927900000001,-1.4307209999999912,56.630093,-23.368094999999997,12.69741286358837,8.144128510606507,131,283,37.60229999999999,6.6022999999999925
La_liga,2022,1,Real Madrid,6,6,0,0,17,6,18,15.273060000000001,-1.726939999999999,13.66496,6.14275,0.14275000000000038,5.3994740000000006,8.265486,13.428607928019693,18.942291412291414,66,34,13.560200000000002,-4.439799999999998
La_liga,2022,2,Athletic Club,7,5,1,1,16,4,16,14.767517,-1.2324830000000002,12.537687,4.301538000000001,0.30153800000000075,4.301538000000001,8.236149000000001,10.698319093719359,12.408412698412699,59,26,16.162999999999997,0.1629999999999967
La_liga,2022,3,Barcelona,6,5,1,0,18,1,16,19.22435,1.2243500000000012,19.22435,3.3810531000000004,2.3810531000000004,3.3810531000000004,15.8432969,6.462087132999186,16.05767340186695,76,19,15.7164,-0.28359999999999985
La_liga,2022,4,Real Betis,6,5,0,1,10,4,15,10.160252,0.16025199999999984,7.930548,9.667019,5.667019,9.667019,-1.736470999999999,10.426748839632472,10.427991021324354,23,42,8.2482,-6.751799999999999
La_liga,2022,5,Atletico Madrid,7,4,1,2,12,6,13,11.44102,-0.55898,11.44102,8.289674,2.2896739999999998,8.289674,3.151346,17.30452314259037,11.746597750908096,47,39,11.7426,-1.2574000000000005
La_liga,2022,6,Villarreal,7,3,3,1,10,2,12,14.069259999999998,4.069259999999998,14.069259999999998,6.049721000000001,4.049721000000001,6.049721000000001,8.019539,10.582496947496947,11.194906197335865,56,23,14.8449,2.844900000000001
La_liga,2022,7,Osasuna,6,4,0,2,7,5,12,11.637079000000002,4.637079000000002,9.407252000000002,4.268942,-0.731058,4.268942,5.13831,12.55541175299796,12.036957813428401,35,23,12.8696,0.8696000000000002
La_liga,2022,8,Real Sociedad,6,3,1,2,7,8,10,10.68538,3.6853800000000003,9.9421,8.176178,0.17617800000000017,7.432904000000001,2.509196,7.036199937062006,12.859544451649713,50,22,9.854499999999998,-0.14550000000000196
La_liga,2022,9,Valencia,6,3,0,3,10,5,9,10.229948,0.22994800000000026,9.486668000000002,6.040097,1.0400970000000003,6.040097,3.4465709999999996,7.411712989104292,11.8592419104803,32,26,11.114200000000002,2.114200000000002
La_liga,2022,10,Mallorca,6,2,2,2,6,7,8,5.615273,-0.3847269999999998,5.615273,8.297346,1.2973459999999992,6.067773,-0.4524999999999999,12.457645502645503,8.839044752403886,16,38,6.303100000000001,-1.6968999999999994
La_liga,2022,11,Celta Vigo,6,2,1,3,8,13,7,5.695316,-2.304684,4.95204,8.265706,-4.734294,5.914332,-0.962292,10.835396645837823,10.553951048951049,38,23,6.7182,-0.2817999999999996
La_liga,2022,12,Girona,6,2,1,3,7,7,7,7.254636,0.25463599999999964,6.511487,6.095097999999999,-0.9049020000000008,4.608538,1.9029489999999996,10.165782385256069,10.582444849836156,33,25,8.9038,1.9038000000000004
La_liga,2022,13,Getafe,7,2,1,4,8,15,7,7.6870270000000005,-0.3129729999999995,6.200473,10.840980000000002,-4.159019999999998,10.097703000000001,-3.8972299999999995,13.791589363017934,8.415505111135364,14,46,7.5013000000000005,0.5013000000000005
La_liga,2022,14,Rayo Vallecano,6,2,1,3,7,8,7,6.147581,-0.8524190000000003,6.147581,10.661117,2.661117000000001,10.661117,-4.513536,9.351336996336995,11.104344636844637,25,32,5.915899999999999,-1.0841000000000012
La_liga,2022,15,Real Valladolid,7,2,1,4,6,13,7,8.082469,2.0824689999999997,7.339192,12.760046999999998,-0.23995300000000164,12.016766999999998,-4.677574999999998,10.172186524959633,8.371641671820242,30,59,7.0707,0.07070000000000043
La_liga,2022,16,Sevilla,7,1,2,4,7,13,5,8.244544,1.2445439999999994,8.244544,15.340868999999998,2.340868999999998,13.854322,-5.609778,7.944315369516981,13.699954290016402,43,45,6.0497,1.0496999999999996
La_liga,2022,17,Almeria,7,1,1,5,4,11,4,5.320047,1.3200469999999997,5.320047,13.180972,2.1809720000000006,12.437702,-7.117655,14.978975468975468,13.667398655368581,23,59,4.776600000000001,0.7766000000000011
La_liga,2022,18,Espanyol,6,1,1,4,7,12,4,8.344652,1.344652,6.858108,10.016223,-1.983777,10.016223,-3.1581149999999996,14.12189330395852,10.26486753986754,30,44,7.2548,3.2548000000000004
La_liga,2022,19,Cadiz,7,1,1,5,1,14,4,3.6181029999999996,2.6181029999999996,3.6181029999999996,16.35166,2.351659999999999,14.12183,-10.503727,12.303722242669611,8.783286582394087,13,51,2.1966,-1.8034
La_liga,2022,20,Elche,6,0,1,5,2,16,1,3.408103100000001,1.4081031000000008,3.408103100000001,18.778627,2.778627,17.292067,-13.883963900000001,15.559584145549058,7.353884115269314,23,56,2.3039,1.3039
EPL,2018,1,Manchester City,38,32,2,4,95,23,98,93.720559,-1.2794410000000056,90.67587999999999,25.732604100000003,2.732604100000003,22.687925100000005,67.98795489999999,8.526163727355268,30.468112598104533,582,135,90.64059999999999,-7.359400000000008
EPL,2018,2,Liverpool,38,30,7,1,89,22,97,79.45754000000002,-9.542459999999977,74.12936,29.145104999999997,7.145104999999997,28.383936,45.74542399999999,10.959870865746094,22.161375690580364,431,152,83.4541,-13.545900000000003
EPL,2018,3,Chelsea,38,21,9,8,63,39,72,63.968004,0.9680040000000005,60.162158,38.107687000000006,-0.8923129999999944,36.447257,23.714901,10.650182661297574,15.995166726004904,376,188,71.45099999999998,-0.5490000000000208
EPL,2018,4,Tottenham,38,23,2,13,67,39,71,61.746657000000006,-5.253342999999994,58.70202,49.146068,10.146068,45.34022,13.361799999999999,9.90848208787457,17.680093699619135,270,202,61.43999999999999,-9.56000000000001
EPL,2018,5,Arsenal,38,21,7,10,73,51,70,64.795372,-8.204628,60.989521,57.2974875,6.297487500000003,51.9693395,9.020181500000003,10.08032537707849,13.944289085235267,400,253,58.9713,-11.0287
EPL,2018,6,Manchester United,38,19,9,10,65,54,66,68.61749799999998,3.6174979999999834,59.375862000000005,52.30019,-1.6998099999999994,47.733182000000006,11.64268,11.073851102868893,14.433334468656623,313,268,61.85960000000001,-4.1403999999999925
EPL,2018,7,Wolverhampton Wanderers,38,16,9,13,47,46,57,53.058691599999996,6.058691599999996,50.0140156,42.691294,-3.308706000000001,39.646622,10.367393600000002,15.863031190347197,12.292937802483706,184,220,59.91450000000001,2.914500000000011
EPL,2018,8,Everton,38,15,9,14,54,46,54,53.86613399999999,-0.1338660000000118,49.922343999999995,49.3097899,3.3097898999999984,45.3963069,4.5260371,10.259641140308235,10.972068436971483,211,210,55.53779999999999,1.53779999999999
EPL,2018,9,West Ham,38,15,7,16,52,55,52,47.9605279,-4.039472099999998,44.15483690000001,65.662023,10.662023000000005,61.856183,-17.7013461,13.315241395849927,10.406222991286183,261,293,43.7194,-8.2806
EPL,2018,10,Leicester,38,15,7,16,51,48,52,52.114153,1.1141530000000017,46.785979,44.642585000000004,-3.357414999999996,40.83674900000001,5.949230000000002,12.79020522596968,11.480872856407974,205,253,56.2378,4.2378
EPL,2018,11,Watford,38,14,8,16,52,59,50,51.73354600000001,-0.26645399999998887,50.972376000000004,63.291171,4.2911709999999985,59.48532300000001,-8.512947,12.497500664608388,10.361421707280272,275,264,46.0015,-3.9985
EPL,2018,12,Crystal Palace,38,14,7,17,51,53,49,50.642165999999996,-0.357834000000004,42.269351,52.80428500000001,-0.19571499999999276,48.998432,-6.729081000000002,15.408263149673395,9.201229984572496,256,261,51.92549999999999,2.9254999999999924
EPL,2018,13,Newcastle United,38,12,9,17,42,48,45,39.9106505,-2.0893494999999973,37.6271415,57.545492,9.545492000000003,52.978485,-15.3513435,14.721739818393583,10.545337655498406,178,305,39.2231,-5.776899999999998
EPL,2018,14,Bournemouth,38,13,6,19,56,70,45,58.812899,2.8128990000000016,51.96237899999999,62.423162,-7.576838000000002,58.617413000000006,-6.655034000000003,17.27589757710997,10.752280518848503,280,313,51.4947,6.494700000000002
EPL,2018,15,Burnley,38,11,7,20,45,68,40,44.74121590000001,-0.25878409999999263,43.218915900000006,66.122065,-1.8779349999999937,63.838595000000005,-20.619679100000003,14.485418849050811,10.630246321421213,193,315,41.9982,1.998199999999997
EPL,2018,16,Southampton,38,9,12,17,45,65,39,49.671325,4.671325000000003,45.86548,59.27171400000001,-5.72828599999999,56.988214000000006,-11.122734000000001,12.041886370515883,10.886729318778977,206,300,45.1075,6.107500000000002
EPL,2018,17,Brighton,38,9,9,20,35,60,36,37.02786799999999,2.027867999999991,32.460844,62.462145,2.4621449999999996,54.850534,-22.38969,15.008271843371107,11.455870375765915,153,321,36.186,0.18599999999999994
EPL,2018,18,Cardiff,38,10,4,24,34,69,34,41.76972659999999,7.769726599999991,38.725067599999996,66.503167,-2.496832999999995,61.17497600000001,-22.4499084,18.462972720768516,6.019176202017512,143,357,37.44920000000001,3.449200000000012
EPL,2018,19,Fulham,38,7,5,26,34,81,26,42.621863999999995,8.621863999999995,40.338362,73.58661,-7.413390000000007,68.25855999999999,-27.920198,16.566611432665663,12.02167746126583,171,335,33.6044,7.604399999999998
